_id,OBJECTID,PROJ_NUM,LAST_UPDATED_DATE,PROJECT,LOCATION,DETAILS,DURATION/ Construction Timeline,STATUS,INV_PRIORITY,OWNER,CONTACT_NAME,CONTACT_EMAIL,INV_WEB_SITE,INV_DISPLAY_PROGRAM,INV_DISPLAY_SYMBOL,START_YEAR,CONTR_NUMBER,geometry
11,1788613, ,2021-04-12,Local Road Reconstruction,BROOKFIELD RD<br> From: DONINO AVE<br> To: PLYMBRIDGE CRES ,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q3 2022 - Q3 2024 (Carry-Over),Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Marfique Ahmed, Engineering and Construction Services",mahmed2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2022,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4032644018339, 43.7407292612203], [-79.4031451171704, 43.7407444532731], [-79.4029808659051, 43.7407819390635], [-79.4027878137144, 43.7408332079941], [-79.4025116550977, 43.7409142807868], [-79.4022747483214, 43.740982775772], [-79.4020866052831, 43.7410377472138], [-79.4018991051602, 43.7410865440621], [-79.4014089614301, 43.741216450957], [-79.4011464550628, 43.7412679182168], [-79.4009689475522, 43.741316848196], [-79.4007261871138, 43.7413794661012], [-79.4005227474804, 43.7414258885246], [-79.4003284298236, 43.7414666207703], [-79.4001668964191, 43.7414950496579], [-79.4000564228916, 43.7414961862803], [-79.3999788019637, 43.7414814283969]]]}"
12,1788767, ,2021-04-12,Local Road Reconstruction,BROOKFIELD RD<br> From: PLYMBRIDGE CRES<br> To: [41 m E] PLYMBRIDGE CRES ,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q3 2022 - Q3 2024 (Carry-Over),Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Marfique Ahmed, Engineering and Construction Services",mahmed2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2022,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.3999788019637, 43.7414814283969], [-79.3999442328269, 43.7415067095622], [-79.3998976238997, 43.7415375699288], [-79.3998512409896, 43.7415594292578], [-79.3995334241464, 43.7416315111266]]]}"
13,1789411, ,2021-04-12,Laneway Reconstruction,VICTORIA STREET LANE<br> From: DUNDAS ST E<br> To: [105.20 m N] DUNDAS ST E ,"Replacement of the entire laneway pavement structure, including the asphalt, concrete and underlying support materials. Repair, improvement, or replacement of laneway drainage, curbs, and associated areas. Work may include the closure of individual lanes or the entire laneway. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q2 2026 - Q4 2026,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Augustine Anifowose, Engineering and Construction Services",aanifow@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.3788782255473, 43.6561462630987], [-79.3792421920512, 43.6569969247347], [-79.3792898247418, 43.6571083667461]]]}"
14,1790453, ,2021-04-12,Laneway Reconstruction,NICHOLSON LANE<br> From: PRINCESS ST<br> To: BERKELEY ST ,"Replacement of the entire laneway pavement structure, including the asphalt, concrete and underlying support materials. Repair, improvement, or replacement of laneway drainage, curbs, and associated areas. Work may include the closure of individual lanes or the entire laneway. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q2 2025 - Q2 2026,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Marfique Ahmed, Engineering and Construction Services",mahmed2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2025,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.363853361954, 43.6508503853498], [-79.3665079581504, 43.6502499569073]]]}"
15,1790722, ,2021-04-12,Laneway Reconstruction,[37 m N] WOBURN AVE<br> From: LEDBURY ST<br> To: [43 m W] LEDBURY ST ,"Replacement of the entire laneway pavement structure, including the asphalt, concrete and underlying support materials. Repair, improvement, or replacement of laneway drainage, curbs, and associated areas. Work may include the closure of individual lanes or the entire laneway. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q3 2025 - Q4 2025,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Lucas Da Costa, Engineering and Construction Services",ldacost@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2025,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4239127572604, 43.7243788422202], [-79.4244787396344, 43.7242666840196]]]}"
16,1790787, ,2021-04-12,Local Road Reconstruction,MILITARY TRL<br> From: EAST HIGHLAND CREEK<br> To: HIGHCASTLE RD ,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q1 2022 - Q3 2024 (Carry-Over),Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Steven Bertolo, Engineering and Construction Services",sbertol@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2021,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.2156789478982, 43.7840665583619], [-79.2156224633278, 43.7841120536386], [-79.2155803622741, 43.7841661627727], [-79.2155002942151, 43.784246190697], [-79.2150545264078, 43.7849107688325], [-79.2150073676312, 43.7849831734642], [-79.2149539873679, 43.7850365971498], [-79.214884504944, 43.7851083429749], [-79.2148189843338, 43.7851620873547], [-79.2146746187574, 43.7852967621938], [-79.2144252875461, 43.7854843713784], [-79.2141934223753, 43.7856644087242], [-79.214121278106, 43.785733834127], [-79.2140508012425, 43.7857896629292], [-79.2140186233239, 43.7858154066953], [-79.2139814416659, 43.7858612914878]]]}"
17,1795758, ,2021-05-21,Local Road Reconstruction,GLEN CEDAR RD<br> From: AVA RD<br> To: DEWBOURNE AVE ,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q4 2021 - Q4 2024 (Carry-Over),Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Angela Au, Engineering and Construction Services",aau2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2021,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4296672553972, 43.6968280601347], [-79.4297104905519, 43.696913157897], [-79.4300251411861, 43.6976545169066]]]}"
18,1795766, ,2021-05-21,Local Road Reconstruction,STRATHEARN RD<br> From: CHILTERN HILL RD<br> To: GLEN CEDAR RD ,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q4 2021 - Q4 2024 (Carry-Over),Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Angela Au, Engineering and Construction Services",aau2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2021,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4254460942294, 43.6922463021133], [-79.4258312399363, 43.692194021107], [-79.426626537425, 43.6921103632593]]]}"
19,1795767, ,2021-05-21,Local Road Reconstruction,GLEN CEDAR RD<br> From: STRATHEARN RD<br> To: MARKDALE AVE ,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q4 2021 - Q4 2024 (Carry-Over),Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Angela Au, Engineering and Construction Services",aau2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2021,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.426626537425, 43.6921103632593], [-79.4271211797002, 43.6929814108992], [-79.427439029989, 43.6935463542413], [-79.4277742482574, 43.6940334014379], [-79.4280996531903, 43.6945046171679]]]}"
20,1795768, ,2021-05-21,Local Road Reconstruction,STRATHEARN RD<br> From: WESTOVER HILL RD<br> To: AVA RD ,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q4 2021 - Q4 2024 (Carry-Over),Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Angela Au, Engineering and Construction Services",aau2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2021,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4315697086577, 43.6950603175675], [-79.4335653868554, 43.6960020486148]]]}"
21,1795771, ,2021-05-21,Local Road Reconstruction,STRATHEARN RD<br> From: WARWICK AVE<br> To: WESTOVER HILL RD ,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q4 2021 - Q4 2024 (Carry-Over),Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Angela Au, Engineering and Construction Services",aau2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2021,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4303836622978, 43.6944980468598], [-79.4315697086577, 43.6950603175675]]]}"
22,1795772, ,2021-05-21,Local Road Reconstruction,STRATHEARN RD<br> From: GLEN CEDAR RD<br> To: [S] MARKDALE AVE [BRANCH] ,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q4 2021 - Q4 2024 (Carry-Over),Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Angela Au, Engineering and Construction Services",aau2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2021,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.426626537425, 43.6921103632593], [-79.4268539822614, 43.6921029839452], [-79.4269975825422, 43.6920838669815], [-79.4271527425934, 43.6920969188319], [-79.4273042621369, 43.6921250993335], [-79.4274463800191, 43.692162490993], [-79.427565701517, 43.6921964565416], [-79.4276981239293, 43.6922503051117], [-79.4278377825694, 43.6923217016196], [-79.427936658879, 43.6923780310897], [-79.4280255494576, 43.6924341291543], [-79.4281416233449, 43.6925082378283], [-79.42817765809, 43.6925518537439], [-79.4282370862338, 43.6926083381848], [-79.4283062921033, 43.6927045694406], [-79.4283664027919, 43.6928027572358], [-79.4284332940104, 43.6929054588912], [-79.4287956898338, 43.6933985690285], [-79.4289552231744, 43.6935983979794], [-79.4290289621915, 43.6936816787386], [-79.4291110205658, 43.6937691412083], [-79.4291821791443, 43.6938423208159], [-79.4293219298556, 43.6939561566404], [-79.4296291738158, 43.6941183784572]]]}"
23,1795773, ,2021-05-21,Local Road Reconstruction,STRATHEARN RD<br> From: [N] MARKDALE AVE [BRANCH]<br> To: WARWICK AVE ,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q4 2021 - Q4 2024 (Carry-Over),Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Angela Au, Engineering and Construction Services",aau2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2021,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4296291738158, 43.6941183784572], [-79.4303836622978, 43.6944980468598]]]}"
24,1795777, ,2021-05-21,Local Road Reconstruction,STRATHEARN RD<br> From: BATHURST ST<br> To: CHILTERN HILL RD ,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q4 2021 - Q4 2024 (Carry-Over),Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Angela Au, Engineering and Construction Services",aau2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2021,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4218735360433, 43.6919353968125], [-79.422041111349, 43.691920308035], [-79.4222500952051, 43.691924104898], [-79.4224274512804, 43.6919431101114], [-79.4240168107184, 43.692273463015], [-79.4241507865171, 43.6923030672384], [-79.4243012515696, 43.692320719505], [-79.4244744119832, 43.6923334448603], [-79.4245879123424, 43.692329217177], [-79.4247113737715, 43.6923252119732], [-79.4248220271682, 43.6923060400331], [-79.4254460942294, 43.6922463021133]]]}"
25,1799890, ,2021-06-29,Laneway Reconstruction,[39.30 m E] GRACE ST (TO)<br> From: [39.60 m N] COLLEGE ST (TO)<br> To: JERSEY AVE ,"Replacement of the entire laneway pavement structure, including the asphalt, concrete and underlying support materials. Repair, improvement, or replacement of laneway drainage, curbs, and associated areas. Work may include the closure of individual lanes or the entire laneway. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",2026,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Lucas Da Costa, Engineering and Construction Services",ldacost@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4152006202104, 43.6554195698455], [-79.4164095679113, 43.6585765587381], [-79.4163697556779, 43.6585955044604]]]}"
26,1800306, ,2021-07-12,Local Road Rehabilitation,RAMPART RD<br> From: MARTIN GROVE RD<br> To: [105 m E] MARTIN GROVE RD [CUL-DE-SAC] ,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q3 2024 - Q4 2024,Active,None,Transportation Services,"Lucas Da Costa, Engineering and Construction Services",ldacost@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.5903711963216, 43.7340113037318], [-79.5899604928695, 43.7341152948613], [-79.5891731945518, 43.7343146319075], [-79.5891327342896, 43.7343373645631], [-79.5890449793373, 43.7343866786798]]]}"
27,1800313, ,2021-07-12,Local Road Rehabilitation,CARLING AVE<br> From: BLOOR ST W<br> To: IRENE AVE ,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q1 2024 - Q2 2025 (Carry-Over),Active,None,Transportation Services,"Dennis Coronel, Engineering and Construction Services",dcorone@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4246453518478, 43.6621985657573], [-79.4248081618785, 43.6626166142716], [-79.4248969649302, 43.6628446316204]]]}"
